Date,Service,Description,Cost,
2025-11-19,Glacier,GB - South America (Sao Paulo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-20,Glacier,GB - South America (Sao Paulo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-21,Glacier,GB - South America (Sao Paulo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-22,Glacier,GB - South America (Sao Paulo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-01,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-02,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-03,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-04,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-05,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-06,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-07,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-08,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-09,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-10,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-11,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-12,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-13,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-14,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-15,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-16,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-17,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-18,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-19,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-20,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-21,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-22,Glacier,GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney),0.00,
2025-11-01,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-02,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-03,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-04,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-05,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-06,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-07,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-08,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-09,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-10,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-11,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-12,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-13,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-14,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-15,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-16,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-17,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-18,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-19,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-20,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-21,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-22,Glacier,GB - Asia Pacific (Osaka) data transfer to Asia Pacific (Sydney),0.00,
2025-11-01,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-02,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-03,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-04,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-05,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-06,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-07,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-08,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-09,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-10,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-11,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-12,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-13,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-14,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-15,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-16,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-17,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-18,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-19,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-20,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-21,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-22,Glacier,GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney),0.00,
2025-11-01,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-02,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-03,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-04,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-05,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-06,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-07,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-08,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-09,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-10,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-11,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-12,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-13,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-14,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-15,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-16,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-17,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-18,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-19,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-20,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-21,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-22,Glacier,GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Sydney),0.00,
2025-11-01,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-02,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-03,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-04,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-05,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-06,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-07,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-08,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-09,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-10,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-11,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-12,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-13,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-14,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-15,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-16,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-17,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-18,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-19,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-20,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-21,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-22,Glacier,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),0.00,
2025-11-01,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-02,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-03,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-04,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-05,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-06,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-07,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-08,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-09,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-10,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-11,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-12,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-13,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-14,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-15,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-16,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-17,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-18,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-19,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-20,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-21,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-22,Glacier,GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.00,
2025-11-01,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-02,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-03,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-04,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-05,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-06,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-07,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-08,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-09,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-10,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-11,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-12,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-13,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-14,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-15,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-16,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-17,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-18,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-19,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-20,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-21,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-22,Glacier,GB - EU (Germany) data transfer to Asia Pacific (Sydney),0.00,
2025-11-01,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-02,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-03,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-04,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-05,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-06,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-07,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-08,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-09,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-10,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-11,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-12,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-13,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-14,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-15,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-16,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-17,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-18,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-19,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-20,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-21,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-22,Glacier,GB - EU (Ireland) data transfer to Asia Pacific (Sydney),0.00,
2025-11-01,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-02,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-03,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-04,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-05,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-06,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-07,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-08,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-09,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-10,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-11,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-12,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-13,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-14,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-15,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-16,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-17,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-18,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-19,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-20,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-21,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-22,Glacier,GB - US West (Oregon) data transfer to Asia Pacific (Sydney),0.00,
2025-11-01,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-02,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-03,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-04,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-05,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-06,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-07,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-08,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-09,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-10,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-11,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-12,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-13,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-14,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-15,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-16,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-17,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-18,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-19,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-20,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-21,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-22,Glacier,GB - US East (Ohio) data transfer to Asia Pacific (Sydney),0.00,
2025-11-01,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-02,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-03,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-04,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-05,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-06,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-07,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-08,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-09,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-10,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-11,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-12,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-13,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-14,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-15,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-16,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-17,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-18,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-19,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-20,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-21,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-22,Glacier,GB - EU (Paris) data transfer to Asia Pacific (Sydney),0.00,
2025-11-01,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-02,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-03,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-04,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-05,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-06,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-07,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-08,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-09,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-10,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-11,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-12,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-13,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-14,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-15,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-16,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-17,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-18,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-19,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-20,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-21,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-22,Glacier,GB - US West (Northern California) data transfer to Asia Pacific (Sydney),0.00,
2025-11-01,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-02,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-03,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-04,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-05,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-06,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-07,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-08,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-09,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-10,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-11,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-12,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-13,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-14,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-15,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-16,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-17,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-18,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-19,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-20,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-21,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-22,Glacier,GB - EU (London) data transfer to Asia Pacific (Sydney),0.00,
2025-11-01,Glacier,GB - Canada (Central) data transfer to Asia Pacific (Sydney),0.00,
